name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Tonight,N/A,ITV1,7,7,69,69,0,0,16,11,0,,102,77,1
Mood,BBC iPlayer,,7,6,68,67,0,0,13,7,0,,93,84,1
The Expecting,Quibi,,7,7,53,53,0,0,20,14,0,,177,90,1
Space,N/A,CBS,7,7,46,46,0,0,29,13,0,,172,114,1
Loving,N/A,ABC,7,7,45,45,0,0,32,18,1,20-01-2023,209,118,1
Grand,N/A,NBC,7,1,39,2,0,0,12,2,0,,56,10,1
Catch,N/A,NPO 3,7,6,36,28,0,0,31,11,0,,161,59,1
The English,BBC iPlayer,,7,7,36,36,0,0,36,17,2,20-01-2023,239,111,1
The Great,Hulu,,7,4,34,31,0,0,36,11,1,20-01-2023,149,67,1
The Devil's Hour,Prime Video,,7,6,28,28,0,0,21,8,0,,102,47,1
College,N/A,Italia 1,7,7,25,25,0,0,17,11,0,,71,51,1
Mars,N/A,GTV,7,7,24,24,0,0,10,7,0,,41,24,1
MARS,N/A,National Geographic Channel,7,7,24,24,0,0,10,7,0,,41,24,1
Reacher,Prime Video,,7,7,21,21,0,0,14,11,0,,48,42,1
The Good Place,N/A,NBC,7,6,20,16,0,0,8,6,0,,28,16,1
The Bear,Hulu,,7,7,18,18,0,0,32,16,0,,265,163,1
Superstore,N/A,NBC,7,7,17,17,0,0,8,7,0,,25,17,1
Player,N/A,OCN,6,3,73,19,0,0,18,5,0,,148,25,1
The Legend of Vox Machina,Prime Video,,6,6,60,60,0,0,7,7,0,,73,73,1
Anna,N/A,Sky Atlantic,6,6,59,59,0,0,22,10,0,,199,101,1
Black Bird,Apple TV+,,6,6,54,54,0,0,24,9,0,,191,87,1
GOLD,N/A,Fuji TV,6,0,47,0,0,0,25,1,0,,112,2,1
Anne,N/A,ITV1,6,1,42,9,0,0,25,3,0,,144,25,1
Paris,N/A,Channel 4,6,2,42,14,0,0,21,2,0,,119,14,1
Friends,N/A,ABC,6,5,41,38,0,0,28,6,0,,197,38,1
ReBoot,N/A,YTV,6,6,38,38,0,0,8,6,0,,62,38,1
Reboot,Hulu,,6,6,38,38,0,0,8,6,0,,62,38,1
Related,N/A,The WB,6,6,35,35,0,0,24,14,0,,128,78,1
Counterpart,N/A,STARZ,6,6,34,34,0,0,24,18,1,20-01-2023,96,69,1
Mayo,N/A,BBC One,6,0,32,0,0,0,23,0,0,,114,0,1
Atlanta,N/A,FX,6,6,30,30,0,0,21,12,0,,109,54,1
The Office,Shahid,,6,6,29,29,0,0,10,9,0,,54,52,1
The Scene,YouTube,,6,4,28,25,0,0,20,9,0,,92,52,1
Doubt,N/A,CBS,6,5,26,25,0,0,18,8,0,,82,29,1
Station Eleven,HBO Max,,6,5,26,21,0,0,11,8,0,,42,33,1
The Building,N/A,CBS,6,6,20,20,0,0,26,15,0,,121,71,1
Sara,N/A,RTP2,6,0,20,0,0,0,19,1,1,20-01-2023,97,11,1
The Games,N/A,ABC,6,6,19,19,0,0,12,9,0,,32,23,1
Human,Disney+ Hotstar,,6,4,17,15,0,0,18,6,0,,81,18,1
Case,N/A,Stöð 2,6,5,13,9,0,0,32,13,0,,144,71,1
Blood,N/A,Virgin Media One,6,5,12,11,0,0,25,9,0,,141,30,1
Rush,N/A,Network 10,6,1,7,3,0,0,22,3,1,20-01-2023,83,14,1
Star Wars: Andor,Disney+,,5,0,85,0,0,0,71,0,3,20-01-2023,427,0,1
Sign,N/A,TV Asahi,5,1,59,1,0,0,28,3,0,,148,4,1
For All Mankind,Apple TV+,,5,5,56,56,0,0,32,10,0,,224,118,1
Euphoria,N/A,HOT3,5,4,46,41,0,0,7,4,0,,56,41,1
Barry,N/A,HBO,5,5,43,43,0,0,23,9,0,,151,62,1
Sort Of,CBC Gem,,5,5,39,39,0,0,26,13,0,,154,90,1
Trop,ICI Tou.tv,,5,0,37,0,0,0,21,0,0,,102,0,1
Caught,N/A,CBC,5,5,35,35,0,0,22,11,0,,99,61,1
Mythic Quest,Apple TV+,,5,5,35,35,0,0,27,10,0,,174,64,1
Liar,N/A,ITV1,5,4,34,30,0,0,14,6,0,,84,48,1
Velma,HBO Max,,5,5,34,34,0,0,15,11,0,,78,57,1
Switch,N/A,ITV2,5,0,32,0,0,0,8,1,0,,43,5,1
Shrink,Seeso,,5,1,32,11,0,0,5,1,0,,32,11,1
Mr Inbetween,N/A,FX,5,2,32,6,0,0,33,5,0,,323,74,1
The InBetween,N/A,NBC,5,4,32,23,0,0,20,10,0,,251,153,1
Blown Away,Netflix,,5,5,30,30,0,0,9,7,0,,64,41,1
Move,Netflix,,5,4,29,27,0,0,38,6,1,20-01-2023,114,30,1
Will Trent,N/A,ABC,5,4,29,24,0,0,11,9,0,,43,35,1
Taken,N/A,NBC,5,4,28,26,0,0,12,8,0,,50,35,1
Riot,N/A,FOX,5,4,25,21,0,0,20,9,0,,74,50,1
Mayor of Kingstown,Paramount+,,5,5,25,25,0,0,17,8,0,,87,47,1
rage,N/A,ABC,5,1,24,11,0,0,27,7,0,,90,31,1
Baby,Netflix,,5,3,23,13,0,0,18,5,0,,77,18,1
Ramo,N/A,Show TV,5,0,23,0,0,0,18,0,0,,76,0,1
Three-Body,Tencent QQ,,5,3,21,10,0,0,7,5,0,,30,19,3
Scrubs,N/A,ABC,5,5,20,20,0,0,7,5,0,,28,20,1
Working,N/A,NBC,5,5,20,20,0,0,16,7,0,,84,38,1
Shadow,Netflix,,5,2,20,8,0,0,13,3,0,,81,13,1
Party Down,Lionsgate+,,5,5,19,19,0,0,5,5,0,,19,19,1
Hero,N/A,MBC,5,2,19,5,0,0,40,3,2,20-01-2023,243,11,1
The Rehearsal,N/A,HBO,5,5,19,19,0,0,18,11,0,,77,37,1
Connected,Netflix,,5,5,18,18,0,0,8,6,0,,38,35,1
Succession,N/A,HBO,5,5,18,18,0,0,43,11,0,,270,45,1
The Glory,Netflix,,5,5,18,18,0,0,21,11,0,,107,46,1
Fauda,N/A,Yes,5,5,17,17,0,0,7,7,0,,17,17,1
Blind,TVING,tvN,5,2,15,12,0,0,28,10,1,20-01-2023,161,69,1
The Following,N/A,FOX,5,4,14,7,0,0,13,8,0,,23,7,1
Your Honor,SonyLIV,,5,5,14,14,0,0,10,9,0,,44,37,1
The Sex Lives of College Girls,HBO Max,,5,5,14,14,0,0,11,8,0,,52,37,1
The Writer,N/A,MBC Drama,5,1,13,2,0,0,22,2,0,,86,4,1
Life on Mars,N/A,OCN,5,5,12,12,0,0,5,5,0,,12,12,1
Sunny,Apple TV+,,5,5,12,12,0,0,7,6,0,,24,18,1
Revenge,N/A,ABC,5,5,11,11,0,0,10,5,0,,50,11,1
Halt and Catch Fire,N/A,AMC,5,3,11,-3,0,0,10,4,0,,32,8,1
House of the Dragon,N/A,HBO,5,3,11,-3,0,0,29,5,0,,180,11,1
Empire,N/A,CBS,5,3,9,5,0,0,12,5,0,,39,18,1
Twin,NRK TV,,5,3,9,7,0,0,12,10,0,,27,25,1
Fortuna,N/A,NRK1,5,0,8,0,0,0,22,0,0,,66,0,1
Random,YouTube,,5,1,7,1,0,0,20,5,0,,55,-4,1
The Cut,N/A,BBC Two,5,1,-12,-6,0,0,7,1,0,,-8,-6,1
